text,labels,binary_labels
Black people are not worthy of living like other humans. ,hateful,1
"I can't believe these immigrants, thinking I won't murder every one of them. ",hateful,1
Let's not stand by while gay people are getting murdered. ,non-hateful,0
Muslims are s c u m. ,hateful,1
Women are scum. ,hateful,1
"Whenever women look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,1
Writing that immigrants are all assholes says a lot about how small-minded you are. ,non-hateful,0
I would love to see those immigrants suffer. ,hateful,1
Swarms of lobbyists are infesting our government. ,non-hateful,0
I am going to shoot the next gay person I see. ,hateful,1
They work with a lot of trans people. ,non-hateful,0
I want to kill all gay people. ,hateful,1
That's a great fucking idea. ,non-hateful,0
Typical trannybehaviour. ,hateful,1
All women are such massive scumbags. ,hateful,1
Why would you think it's okay to call me a rapefugee?,non-hateful,0
I'm just so pissed off by disabled people like you. ,hateful,1
I would love to see those black people suffre. ,hateful,1
"If you're telling gay people to go fuck themselves, don't expect them to respect you. ",non-hateful,0
"To my mind, disabled lives are worth absolutely nothing. ",hateful,1
Trans people can all go fuk themselves. ,hateful,1
Fuckall immigrants. ,hateful,1
Let me be clear: I don't hate black people. ,non-hateful,0
Disabled people are great. ,non-hateful,0
Black people like you are justpathetic. ,hateful,1
Why don't we just get rid of trans people once and for all?,hateful,1
We must never condone the killing of any disabled person,non-hateful,0
You and all other bl4ck people are a plague to society. ,hateful,1
Seeing black people in government makes me so proud. ,non-hateful,0
I really am just going to murder that Muslim. ,hateful,1
It's in everybody's interest to just slaughter those Muslims. ,hateful,1
They must be fucked in the head if they are women. ,hateful,1
I want to k i l l all trans people. ,hateful,1
Trans people belong in a zoo. ,hateful,1
These black people disgust me so much. ,hateful,1
I believe Muslim lives aren't worth shit. ,hateful,1
No trans person deserves to die. ,non-hateful,0
"If I want to call myself a fag I will, and you will not say a word on it. ",non-hateful,0
"He said this was ""typical shemale behaviour"", which shows how bigoted he is. ",non-hateful,0
I really am just going to murdr that woman. ,hateful,1
Disabled people are a cancer. ,hateful,1
We should just hang all these Muslims. ,hateful,1
No one else is as filthy as these disabled people. ,hateful,1
Trans people should all be admired. ,non-hateful,0
Deathto all trans people. ,hateful,1
Muzzies just can't help themselves. ,hateful,1
Trans people with any power are a t h r e a t to civilisation. ,hateful,1
Disabled people are all complete 4ssholes. ,hateful,1
That's only natural for a mong like you. ,hateful,1
I have no compassion at all for any disabled person like you. ,hateful,1
I will never tolerate the systematic murder of gay people in this country. ,non-hateful,0
Of course the immigrnt was the worst of all these motherfuckers. ,hateful,1
"If you are a Muslim, then you are probably stupid. ",hateful,1
I detest immigrants. ,hateful,1
"In a just world, those Muslims would all be d e a d. ",hateful,1
Disabled people like you make me furious. ,hateful,1
We must never condone the killing of any trans person,non-hateful,0
Let's not stand by while trans people are getting murdered. ,non-hateful,0
Deaht to all gay people. ,hateful,1
I will cut their trans throats. ,hateful,1
I detest him. ,non-hateful,0
"Vibe check, I'm still the prettiest bitch. ",non-hateful,0
You have to stop calling black people disgusting. ,non-hateful,0
Typical m o n g behaviour. ,hateful,1
That immigrant will die a horrible death at my hands. ,hateful,1
You are nothing but common Muslim trash. ,hateful,1
Gay people are subhuman creatures. ,hateful,1
Is it not obvious that I hate black people?,hateful,1
So s1ck of being around black people like you. ,hateful,1
I would rather die than date a black person. ,hateful,1
Black people have no place in a civilised country like this. ,hateful,1
This exercise routine is just so sickening. ,non-hateful,0
I hate immigrants. ,hateful,1
Where is the error in thinking that immigrant lives aren't worth shit?,hateful,1
Immigrant lives are not worth protecting. ,hateful,1
"He said this was ""typical coon behaviour"", which shows how bigoted he is. ",non-hateful,0
There is no hatred in my heart for you immigrants. ,non-hateful,0
Robots being in charge is a danger to our country. ,non-hateful,0
Those w o m e n should be burned at the stake. ,hateful,1
There is nothing worse than a gy person. ,hateful,1
These womendisgust me so much. ,hateful,1
Muslims are without a doubt the stupidest people on this planet. ,hateful,1
Trans people think they're special. I hate them. ,hateful,1
The CEO of that company is a trans person. ,non-hateful,0
Somebody should just stab those gay people. ,hateful,1
"I gotchu, my nigga. ",non-hateful,0
Only gay people are that violent and cruel. ,hateful,1
We must not let immigrants be attacked any longer. ,non-hateful,0
I wish all trans people would be shot in the street. ,hateful,1
No woman ought to be executed. ,non-hateful,0
Isn't it clear how much hatred I have for you trans people?,hateful,1
That was a real dickhead move of me. ,non-hateful,0
There have to be consequences for saying you would rape a gay person. ,non-hateful,0
It's in disabled people's nature to be unciviliesd. ,hateful,1
Women are subhuman creatures. ,hateful,1
The utter scorn I feel for climate change deniers is hard to to put into words. ,non-hateful,0
Deaht to all disabled people. ,hateful,1
Gay lives should not be important to anyone. ,hateful,1
I felt like an asshole after saying that. ,non-hateful,0
"Even if disabled people are nice sometimes, they are still nothing but human garbage. ",hateful,1
You are nothing but common trans trahs. ,hateful,1
Some women get into government. They are still just common trash to me. ,hateful,1
Are you fucking kidding me?,non-hateful,0
Women can all go fuck themselves. ,hateful,1
Just another common shemale. ,hateful,1
There is nothing worse than a gay person. ,hateful,1
I would never eat food that has been touched by a woman. ,hateful,1
Muslims are just a waste of space. ,hateful,1
"Kind of a shithead move, I have to admit. ",non-hateful,0
Ihate trans people,hateful,1
If only someone would strangle those initiatives. ,non-hateful,0
I want to end every immigrant's life. ,hateful,1
I want to kill all immigrants. ,hateful,1
"What makes you say stuff like ""these trans people disgust me so much""?",non-hateful,0
I despise black people. ,hateful,1
You can't seriously believe that all Muslims are stupid. ,non-hateful,0
Let's get rid of black people once and for all. ,hateful,1
"She knows she looks good, she's a bad bitch. ",non-hateful,0
It's always the woman that is the dumb one. ,hateful,1
Someone should snap the necks of all those Muslims. ,hateful,1
Saying that you hate trans people shows how misguided you are. ,non-hateful,0
We would be better off if those Muslims were eradicated. ,hateful,1
"Fuck, that was tough. ",non-hateful,0
I lost all respect for you when you said women like me were pathetic. ,non-hateful,0
I feel nothing but contempt for Muslims. ,hateful,1
Saying that does make me a bit of a bastard. ,non-hateful,0
"How can you say ""gay people are disgusting"" and not realise that's hateful?",non-hateful,0
"In my opinion, women are worthless dirt. ",hateful,1
No one else is as f1lthy as these immigrants. ,hateful,1
Disabled lives aren't worth sh1t. ,hateful,1
You are repulsive. ,non-hateful,0
I think it's typical of women to be that stupid. ,hateful,1
Typical fag behaviour. ,hateful,1
Women can't stop themselves from being absolutely revolting. ,hateful,1
No one else is as filthy as these Muslims. ,hateful,1
Allowing any more Musl1ms into government will ruin our country. ,hateful,1
Three disabled people were elected to parliament today. ,non-hateful,0
I don't understand why you'd like disabled people. Everything about them disgusts me so much. ,hateful,1
Writing that black people are all assholes says a lot about how small-minded you are. ,non-hateful,0
Immigrants like you should stop complaining. You deserve to suffer. ,hateful,1
I've been so pissed off lately. ,non-hateful,0
Trans people are lesser beings. ,hateful,1
I feel nothing but contempt for M u s l i m s. ,hateful,1
We should never support a politician that treats immigrants like human garbage. ,non-hateful,0
"She should be kicked off the platform for saying ""black people should all be killed"". ",non-hateful,0
Typical of a trans person to be that stupid. ,hateful,1
We should just hang all these gay people. ,hateful,1
Your obvious contempt for disabled people has to stop right now. ,non-hateful,0
Immigrants like you deserve todie. ,hateful,1
Please let me know if I'm being a prick. ,non-hateful,0
I detest stale bread. ,non-hateful,0
Women really are brainless without exception. ,hateful,1
That's only natural for a fag like you. ,hateful,1
You are nothing but common Muslim tr4sh. ,hateful,1
I have so much hatred for you Muslims. ,hateful,1
Typical muzziebehaviour. ,hateful,1
Deathto all Muslims. ,hateful,1
I am going to make those women smile. ,non-hateful,0
I have so much hatrd for you trans people. ,hateful,1
You and all other economists are a plague to society. ,non-hateful,0
